OrderDate,ProductName,UnitPrice,Quantity,UnitPriceDiscounted,TotalPrice,ShipName,ShipCountry,IsEurophian
1997-11-27 00.00.00.000,Sasquatch Ale,"14,00",30,14,420,Save-a-lot Markets,USA,0
1997-11-27 00.00.00.000,Raclette Courdavault,"55,00",7,55,385,Save-a-lot Markets,USA,0
1997-11-27 00.00.00.000,Tarte au sucre,"49,30",30,"49,3",1479,Save-a-lot Markets,USA,0
1997-11-27 00.00.00.000,Wimmers gute Semmelknödel,"33,25",24,"33,25",798,Save-a-lot Markets,USA,0
1997-11-28 00.00.00.000,Gumbär Gummibärchen,"31,23",20,"31,23","624,6",Richter Supermarkt,Switzerland,1
1997-11-28 00.00.00.000,Filo Mix,"7,00",60,7,420,Richter Supermarkt,Switzerland,1
1997-11-28 00.00.00.000,Outback Lager,"15,00",40,15,600,Richter Supermarkt,Switzerland,1
1997-11-28 00.00.00.000,Mascarpone Fabioli,"32,00",10,32,320,Ana Trujillo Emparedados y helados,Mexico,0
1997-12-01 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",12,"10,5",126,Maison Dewey,Belgium,1
1997-12-01 00.00.00.000,Schoggi Schokolade,"43,90",40,"43,9",1756,Maison Dewey,Belgium,1
1997-12-01 00.00.00.000,Ipoh Coffee,"46,00",30,"34,5",1035,Maison Dewey,Belgium,1
1997-12-02 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",35,"10,5","367,5",Rattlesnake Canyon Grocery,USA,0
1997-12-02 00.00.00.000,Rhönbräu Klosterbier,"7,75",18,"7,75","139,5",Rattlesnake Canyon Grocery,USA,0
1997-12-02 00.00.00.000,Chartreuse verte,"18,00",16,18,288,Folk och fä HB,Sweden,1
1997-12-02 00.00.00.000,Zaanse koeken,"9,50",30,"9,5",285,Folk och fä HB,Sweden,1
1997-12-02 00.00.00.000,Manjimup Dried Apples,"53,00",28,53,1484,Folk och fä HB,Sweden,1
1997-12-02 00.00.00.000,Gnocchi di nonna Alice,"38,00",60,38,2280,Folk och fä HB,Sweden,1
1997-12-03 00.00.00.000,Sir Rodney's Scones,"10,00",40,10,400,Folies gourmandes,France,1
1997-12-03 00.00.00.000,Gustaf's Knäckebröd,"21,00",6,21,126,Folies gourmandes,France,1
1997-12-03 00.00.00.000,Guaraná Fantástica,"4,50",20,"4,5",90,Folies gourmandes,France,1
1997-12-03 00.00.00.000,Aniseed Syrup,"10,00",20,9,180,Ernst Handel,Austria,1
1997-12-03 00.00.00.000,Chartreuse verte,"18,00",130,"16,199999","2105,9998",Ernst Handel,Austria,1
1997-12-04 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",80,"18,945","1515,6",QUICK-Stop,Germany,1
1997-12-05 00.00.00.000,Chang,"19,00",40,19,760,Ottilies Käseladen,Germany,1
1997-12-05 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",35,30,1050,Ottilies Käseladen,Germany,1
1997-12-05 00.00.00.000,Scottish Longbreads,"12,50",40,"12,5",500,Ottilies Käseladen,Germany,1
1997-12-05 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",2,14,28,Suprêmes délices,Belgium,1
1997-12-08 00.00.00.000,Gustaf's Knäckebröd,"21,00",4,21,84,Around the Horn,UK,1
1997-12-08 00.00.00.000,Gorgonzola Telino,"12,50",50,"12,5",625,Around the Horn,UK,1
1997-12-08 00.00.00.000,Camembert Pierrot,"34,00",15,34,510,Around the Horn,UK,1
1997-12-08 00.00.00.000,Flotemysost,"21,50",12,"21,5",258,Around the Horn,UK,1
1997-12-08 00.00.00.000,Jack's New England Clam Chowder,"9,65",30,"9,1675","275,025",Vaffeljernet,Denmark,1
1997-12-08 00.00.00.000,Filo Mix,"7,00",15,"6,65","99,75",Vaffeljernet,Denmark,1
1997-12-08 00.00.00.000,Sirop d'érable,"28,50",20,"28,5",570,Vaffeljernet,Denmark,1
1997-12-08 00.00.00.000,Tarte au sucre,"49,30",15,"49,3","739,5",Vaffeljernet,Denmark,1
1997-12-09 00.00.00.000,Queso Cabrales,"21,00",15,"15,75","236,25",Hanari Carnes,Brazil,0
1997-12-10 00.00.00.000,Flotemysost,"21,50",16,"21,5",344,Ernst Handel,Austria,1
1997-12-10 00.00.00.000,Thüringer Rostbratwurst,"123,79",18,"123,79","2228,22",Lehmanns Marktstand,Germany,1
1997-12-10 00.00.00.000,Raclette Courdavault,"55,00",25,55,1375,Lehmanns Marktstand,Germany,1
1997-12-11 00.00.00.000,Alice Mutton,"39,00",33,39,1287,Ernst Handel,Austria,1
1997-12-11 00.00.00.000,Gorgonzola Telino,"12,50",70,10,700,Ernst Handel,Austria,1
1997-12-11 00.00.00.000,Rhönbräu Klosterbier,"7,75",7,"6,2000003","43,4",Ernst Handel,Austria,1
1997-12-11 00.00.00.000,Gorgonzola Telino,"12,50",2,"9,375","18,75",Folk och fä HB,Sweden,1
1997-12-11 00.00.00.000,Louisiana Hot Spiced Okra,"17,00",50,17,850,Folk och fä HB,Sweden,1
1997-12-12 00.00.00.000,Ikura,"31,00",6,31,186,The Cracker Box,USA,0
1997-12-12 00.00.00.000,Laughing Lumberjack Lager,"14,00",3,14,42,The Cracker Box,USA,0
1997-12-15 00.00.00.000,Gorgonzola Telino,"12,50",16,"11,875",190,Ernst Handel,Austria,1
1997-12-15 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",12,"13,3","159,6",Ernst Handel,Austria,1
1997-12-15 00.00.00.000,Rogede sild,"9,50",27,"9,025","243,67499",Ernst Handel,Austria,1
1997-12-15 00.00.00.000,Manjimup Dried Apples,"53,00",120,"50,35",6042,Ernst Handel,Austria,1
1997-12-15 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",20,"11,2",224,Gourmet Lanchonetes,Brazil,0
1997-12-16 00.00.00.000,Jack's New England Clam Chowder,"9,65",10,"9,65","96,5",Berglunds snabbköp,Sweden,1
1997-12-16 00.00.00.000,Pavlova,"17,45",20,"17,45",349,Morgenstern Gesundkost,Germany,1
1997-12-16 00.00.00.000,Tarte au sucre,"49,30",20,"49,3",986,Morgenstern Gesundkost,Germany,1
1997-12-16 00.00.00.000,Outback Lager,"15,00",35,15,525,LILA-Supermercado,Venezuela,1
1997-12-16 00.00.00.000,Original Frankfurter grüne Soße,"13,00",15,13,195,LILA-Supermercado,Venezuela,1
1997-12-17 00.00.00.000,Tourtière,"7,45",3,"5,96","17,880001",Wartian Herkku,Finland,1
1997-12-17 00.00.00.000,Gnocchi di nonna Alice,"38,00",20,"30,4",608,Wartian Herkku,Finland,1
1997-12-17 00.00.00.000,Longlife Tofu,"10,00",35,10,350,Wartian Herkku,Finland,1
1997-12-17 00.00.00.000,Gorgonzola Telino,"12,50",1,"12,5","12,5",Cactus Comidas para llevar,Argentina,0
1997-12-18 00.00.00.000,Gorgonzola Telino,"12,50",10,"12,5",125,Hanari Carnes,Brazil,0
1997-12-18 00.00.00.000,Côte de Blaye,"263,50",5,"263,5","1317,5",Hanari Carnes,Brazil,0
1997-12-18 00.00.00.000,Inlagd Sill,"19,00",30,19,570,Magazzini Alimentari Riuniti,Italy,1
1997-12-18 00.00.00.000,Chartreuse verte,"18,00",2,"15,3","30,6",Magazzini Alimentari Riuniti,Italy,1
1997-12-18 00.00.00.000,Mozzarella di Giovanni,"34,80",30,"29,58","887,4",Magazzini Alimentari Riuniti,Italy,1
1997-12-18 00.00.00.000,Ikura,"31,00",10,31,310,GROSELLA-Restaurante,Venezuela,1
1997-12-18 00.00.00.000,Rhönbräu Klosterbier,"7,75",10,"7,75","77,5",GROSELLA-Restaurante,Venezuela,1
1997-12-19 00.00.00.000,Northwoods Cranberry Sauce,"40,00",30,32,960,Queen Cozinha,Brazil,0
1997-12-19 00.00.00.000,Nord-Ost Matjeshering,"25,89",15,"20,712","310,68",Queen Cozinha,Brazil,0
1997-12-19 00.00.00.000,Rhönbräu Klosterbier,"7,75",42,"6,2000003","260,40002",Queen Cozinha,Brazil,0
1997-12-19 00.00.00.000,Chang,"19,00",15,"18,05","270,75",La maison d'Asie,France,1
1997-12-19 00.00.00.000,Thüringer Rostbratwurst,"123,79",20,"117,6005","2352,01",La maison d'Asie,France,1
1997-12-22 00.00.00.000,Teatime Chocolate Biscuits,"9,20",50,"8,74",437,QUICK-Stop,Germany,1
1997-12-22 00.00.00.000,Rhönbräu Klosterbier,"7,75",40,"7,3624997","294,5",QUICK-Stop,Germany,1
1997-12-22 00.00.00.000,Carnarvon Tigers,"62,50",30,"62,5",1875,Folies gourmandes,France,1
1997-12-22 00.00.00.000,Steeleye Stout,"18,00",15,18,270,Folies gourmandes,France,1
1997-12-22 00.00.00.000,Vegie-spread,"43,90",30,"43,9",1317,Folies gourmandes,France,1
1997-12-22 00.00.00.000,Scottish Longbreads,"12,50",18,"12,5",225,Folies gourmandes,France,1
1997-12-22 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",3,"25,5","76,5",Gourmet Lanchonetes,Brazil,0
1997-12-22 00.00.00.000,Gnocchi di nonna Alice,"38,00",20,"32,3",646,Gourmet Lanchonetes,Brazil,0
1997-12-23 00.00.00.000,Thüringer Rostbratwurst,"123,79",14,"117,6005","1646,407",Frankenversand,Germany,1
1997-12-23 00.00.00.000,Jack's New England Clam Chowder,"9,65",20,"9,1675","183,34999",Frankenversand,Germany,1
1997-12-23 00.00.00.000,Chang,"19,00",10,19,190,Wolski Zajazd,Poland,1
1997-12-23 00.00.00.000,Tourtière,"7,45",3,"7,45","22,349998",Wolski Zajazd,Poland,1
1997-12-23 00.00.00.000,Scottish Longbreads,"12,50",15,"12,5","187,5",Wolski Zajazd,Poland,1
1997-12-24 00.00.00.000,Jack's New England Clam Chowder,"9,65",14,"9,65","135,09999",Around the Horn,UK,1
1997-12-24 00.00.00.000,Filo Mix,"7,00",8,7,56,Around the Horn,UK,1
1997-12-24 00.00.00.000,Tofu,"23,25",15,"18,6",279,Que Delícia,Brazil,0
1997-12-24 00.00.00.000,Tourtière,"7,45",6,"5,96","35,760002",Que Delícia,Brazil,0
1997-12-24 00.00.00.000,Pavlova,"17,45",65,"17,45","1134,25",Ernst Handel,Austria,1
1997-12-24 00.00.00.000,Alice Mutton,"39,00",35,"29,25","1023,75",Ernst Handel,Austria,1
1997-12-25 00.00.00.000,Gumbär Gummibärchen,"31,23",21,"24,984","524,664",HILARION-Abastos,Venezuela,1
1997-12-25 00.00.00.000,Gula Malacca,"19,45",10,"19,45","194,5",HILARION-Abastos,Venezuela,1
1997-12-25 00.00.00.000,Wimmers gute Semmelknödel,"33,25",35,"26,6",931,HILARION-Abastos,Venezuela,1
1997-12-25 00.00.00.000,Gudbrandsdalsost,"36,00",24,"28,800001","691,2",HILARION-Abastos,Venezuela,1
1997-12-25 00.00.00.000,Queso Cabrales,"21,00",20,21,420,Drachenblut Delikatessen,Germany,1
1997-12-26 00.00.00.000,Tarte au sucre,"49,30",2,"49,3","98,6",Island Trading,UK,1
1997-12-26 00.00.00.000,Mozzarella di Giovanni,"34,80",10,"34,8",348,Island Trading,UK,1
1997-12-26 00.00.00.000,Konbu,"6,00",20,"5,1000004","102,00001",Königlich Essen,Germany,1
1997-12-26 00.00.00.000,Guaraná Fantástica,"4,50",20,"3,825","76,5",Königlich Essen,Germany,1
1997-12-26 00.00.00.000,Raclette Courdavault,"55,00",25,55,1375,Königlich Essen,Germany,1
1997-12-26 00.00.00.000,Queso Cabrales,"21,00",50,"18,9",945,Seven Seas Imports,UK,1
1997-12-26 00.00.00.000,Manjimup Dried Apples,"53,00",10,"47,699997","476,99997",Seven Seas Imports,UK,1
1997-12-26 00.00.00.000,Tourtière,"7,45",7,"6,7049994","46,934998",Seven Seas Imports,UK,1
1997-12-29 00.00.00.000,Alice Mutton,"39,00",40,"29,25",1170,Bólido Comidas preparadas,Spain,1
1997-12-29 00.00.00.000,Thüringer Rostbratwurst,"123,79",20,"92,8425","1856,85",Bólido Comidas preparadas,Spain,1
1997-12-29 00.00.00.000,Nord-Ost Matjeshering,"25,89",25,"19,4175","485,4375",Simons bistro,Denmark,1
1997-12-29 00.00.00.000,Manjimup Dried Apples,"53,00",30,"39,75","1192,5",Simons bistro,Denmark,1
1997-12-29 00.00.00.000,Pâté chinois,"24,00",60,18,1080,Simons bistro,Denmark,1
1997-12-29 00.00.00.000,Tarte au sucre,"49,30",5,"36,975","184,875",Simons bistro,Denmark,1
1997-12-30 00.00.00.000,Teatime Chocolate Biscuits,"9,20",24,"8,74","209,76",Wellington Importadora,Brazil,0
1997-12-30 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",15,"13,3","199,5",Wellington Importadora,Brazil,0
1997-12-30 00.00.00.000,Raclette Courdavault,"55,00",15,"52,25","783,75",Wellington Importadora,Brazil,0
1997-12-30 00.00.00.000,Ikura,"31,00",36,31,1116,Seven Seas Imports,UK,1
1997-12-30 00.00.00.000,Rössle Sauerkraut,"45,60",24,"45,6","1094,3999",Seven Seas Imports,UK,1
1997-12-30 00.00.00.000,Maxilaku,"20,00",4,17,68,Seven Seas Imports,UK,1
1997-12-30 00.00.00.000,Sasquatch Ale,"14,00",10,14,140,The Big Cheese,USA,0
1997-12-30 00.00.00.000,Côte de Blaye,"263,50",10,"263,5",2635,The Big Cheese,USA,0
1997-12-31 00.00.00.000,Chang,"19,00",20,"14,25",285,Victuailles en stock,France,1
1997-12-31 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",2,"21,05","42,1",Victuailles en stock,France,1
1997-12-31 00.00.00.000,Longlife Tofu,"10,00",15,"7,5","112,5",Victuailles en stock,France,1
1997-12-31 00.00.00.000,Boston Crab Meat,"18,40",1,"18,4","18,4",Franchi S.p.A.,Italy,1
1998-01-01 00.00.00.000,Gnocchi di nonna Alice,"38,00",20,"32,3",646,Old World Delicatessen,USA,0
1998-01-01 00.00.00.000,Lakkalikööri,"18,00",50,"15,3",765,Old World Delicatessen,USA,0
1998-01-01 00.00.00.000,Filo Mix,"7,00",20,7,140,Wellington Importadora,Brazil,0
1998-01-01 00.00.00.000,Konbu,"6,00",7,6,42,Laughing Bacchus Wine Cellars,Canada,0
1998-01-01 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",5,14,70,Laughing Bacchus Wine Cellars,Canada,0
1998-01-01 00.00.00.000,Outback Lager,"15,00",5,15,75,Laughing Bacchus Wine Cellars,Canada,0
1998-01-02 00.00.00.000,Teatime Chocolate Biscuits,"9,20",15,"9,2",138,LINO-Delicateses,Venezuela,1
1998-01-02 00.00.00.000,Tunnbröd,"9,00",18,9,162,LINO-Delicateses,Venezuela,1
1998-01-02 00.00.00.000,Boston Crab Meat,"18,40",30,"18,4",552,LINO-Delicateses,Venezuela,1
1998-01-02 00.00.00.000,Gorgonzola Telino,"12,50",16,"11,25",180,Reggiani Caseifici,Italy,1
1998-01-02 00.00.00.000,Mozzarella di Giovanni,"34,80",40,"31,319998","1252,7999",Reggiani Caseifici,Italy,1
1998-01-02 00.00.00.000,Original Frankfurter grüne Soße,"13,00",20,13,260,Reggiani Caseifici,Italy,1
1998-01-05 00.00.00.000,Chang,"19,00",12,"15,2","182,4",Ricardo Adocicados,Brazil,0
1998-01-05 00.00.00.000,Spegesild,"12,00",35,12,420,Ricardo Adocicados,Brazil,0
1998-01-05 00.00.00.000,Jack's New England Clam Chowder,"9,65",20,"9,65",193,Victuailles en stock,France,1
1998-01-05 00.00.00.000,Ipoh Coffee,"46,00",20,"39,100002","782,00006",Victuailles en stock,France,1
1998-01-05 00.00.00.000,Chocolade,"12,75",8,"10,837501","86,700005",Victuailles en stock,France,1
1998-01-05 00.00.00.000,Sirop d'érable,"28,50",30,"24,225","726,75",Victuailles en stock,France,1
1998-01-05 00.00.00.000,Geitost,"2,50",16,"2,5",40,Save-a-lot Markets,USA,0
1998-01-06 00.00.00.000,Côte de Blaye,"263,50",30,"250,325","7509,75",Great Lakes Food Market,USA,0
1998-01-06 00.00.00.000,Tarte au sucre,"49,30",20,"46,835","936,69995",Great Lakes Food Market,USA,0
1998-01-06 00.00.00.000,Gumbär Gummibärchen,"31,23",40,"26,5455","1061,82",Königlich Essen,Germany,1
1998-01-06 00.00.00.000,Côte de Blaye,"263,50",30,"263,5",7905,Königlich Essen,Germany,1
1998-01-06 00.00.00.000,Boston Crab Meat,"18,40",60,"15,64","938,4",Königlich Essen,Germany,1
1998-01-06 00.00.00.000,Tarte au sucre,"49,30",25,"41,905","1047,625",Königlich Essen,Germany,1
1998-01-07 00.00.00.000,Mascarpone Fabioli,"32,00",20,32,640,Magazzini Alimentari Riuniti,Italy,1
1998-01-07 00.00.00.000,Jack's New England Clam Chowder,"9,65",20,"9,65",193,Magazzini Alimentari Riuniti,Italy,1
1998-01-07 00.00.00.000,Ipoh Coffee,"46,00",7,46,322,Cactus Comidas para llevar,Argentina,0
1998-01-07 00.00.00.000,Rhönbräu Klosterbier,"7,75",20,"7,75",155,Cactus Comidas para llevar,Argentina,0
1998-01-07 00.00.00.000,Gnocchi di nonna Alice,"38,00",30,38,1140,Rattlesnake Canyon Grocery,USA,0
1998-01-08 00.00.00.000,Steeleye Stout,"18,00",20,18,360,Split Rail Beer & Ale,USA,0
1998-01-08 00.00.00.000,Manjimup Dried Apples,"53,00",6,53,318,Split Rail Beer & Ale,USA,0
1998-01-08 00.00.00.000,Tarte au sucre,"49,30",3,"49,3","147,9",Trail's Head Gourmet Provisioners,USA,0
1998-01-08 00.00.00.000,Outback Lager,"15,00",6,15,90,Trail's Head Gourmet Provisioners,USA,0
1998-01-09 00.00.00.000,Queso Cabrales,"21,00",20,"18,9",378,LILA-Supermercado,Venezuela,1
1998-01-09 00.00.00.000,Ravioli Angelo,"19,50",15,"19,5","292,5",LILA-Supermercado,Venezuela,1
1998-01-09 00.00.00.000,Raclette Courdavault,"55,00",40,"49,5",1980,LILA-Supermercado,Venezuela,1
1998-01-09 00.00.00.000,Original Frankfurter grüne Soße,"13,00",15,"11,7","175,5",LILA-Supermercado,Venezuela,1
1998-01-09 00.00.00.000,Jack's New England Clam Chowder,"9,65",12,"9,65","115,799995",Folk och fä HB,Sweden,1
1998-01-09 00.00.00.000,Outback Lager,"15,00",9,15,135,Folk och fä HB,Sweden,1
1998-01-09 00.00.00.000,Gumbär Gummibärchen,"31,23",12,"31,23","374,76",Drachenblut Delikatessen,Germany,1
1998-01-09 00.00.00.000,Perth Pasties,"32,80",20,"32,8",656,Drachenblut Delikatessen,Germany,1
1998-01-12 00.00.00.000,Gorgonzola Telino,"12,50",35,"12,5","437,5",Blondel père et fils,France,1
1998-01-12 00.00.00.000,Ravioli Angelo,"19,50",15,"19,5","292,5",Blondel père et fils,France,1
1998-01-12 00.00.00.000,Ikura,"31,00",15,31,465,Bon app',France,1
1998-01-12 00.00.00.000,Chartreuse verte,"18,00",21,18,378,Bon app',France,1
1998-01-13 00.00.00.000,Sir Rodney's Marmalade,"81,00",5,81,405,Rancho grande,Argentina,0
1998-01-13 00.00.00.000,Côte de Blaye,"263,50",2,"263,5",527,Rancho grande,Argentina,0
1998-01-13 00.00.00.000,Chang,"19,00",10,19,190,Island Trading,UK,1
1998-01-13 00.00.00.000,Northwoods Cranberry Sauce,"40,00",20,40,800,Island Trading,UK,1
1998-01-13 00.00.00.000,Konbu,"6,00",10,6,60,Island Trading,UK,1
1998-01-13 00.00.00.000,Camembert Pierrot,"34,00",21,34,714,Island Trading,UK,1
1998-01-13 00.00.00.000,Grandma's Boysenberry Spread,"25,00",6,25,150,Tradiçao Hipermercados,Brazil,0
1998-01-13 00.00.00.000,Chartreuse verte,"18,00",28,18,504,Tradiçao Hipermercados,Brazil,0
1998-01-13 00.00.00.000,Camembert Pierrot,"34,00",30,34,1020,Tradiçao Hipermercados,Brazil,0
1998-01-13 00.00.00.000,Scottish Longbreads,"12,50",24,"12,5",300,Tradiçao Hipermercados,Brazil,0
1998-01-14 00.00.00.000,Teatime Chocolate Biscuits,"9,20",2,"9,2","18,4",Santé Gourmet,Norway,1
1998-01-14 00.00.00.000,Steeleye Stout,"18,00",8,18,144,Santé Gourmet,Norway,1
1998-01-14 00.00.00.000,Côte de Blaye,"263,50",8,"263,5",2108,Santé Gourmet,Norway,1
1998-01-14 00.00.00.000,Ipoh Coffee,"46,00",9,46,414,Santé Gourmet,Norway,1
1998-01-14 00.00.00.000,Konbu,"6,00",3,"4,8","14,400001",La maison d'Asie,France,1
1998-01-14 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",10,"11,2",112,La maison d'Asie,France,1
1998-01-14 00.00.00.000,Gula Malacca,"19,45",16,"15,56","248,96",La maison d'Asie,France,1
1998-01-14 00.00.00.000,Wimmers gute Semmelknödel,"33,25",3,"33,25","99,75",La maison d'Asie,France,1
1998-01-15 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",20,27,540,Ottilies Käseladen,Germany,1
1998-01-15 00.00.00.000,Gorgonzola Telino,"12,50",9,"11,25","101,25",Ottilies Käseladen,Germany,1
1998-01-15 00.00.00.000,Perth Pasties,"32,80",9,"29,519999","265,68",Ottilies Käseladen,Germany,1
1998-01-15 00.00.00.000,Thüringer Rostbratwurst,"123,79",8,"117,6005","940,804",Tradiçao Hipermercados,Brazil,0
1998-01-15 00.00.00.000,Nord-Ost Matjeshering,"25,89",20,"24,595499","491,90997",Tradiçao Hipermercados,Brazil,0
1998-01-15 00.00.00.000,Raclette Courdavault,"55,00",15,55,825,Alfred's Futterkiste,Germany,1
1998-01-15 00.00.00.000,Original Frankfurter grüne Soße,"13,00",2,"10,400001","20,800001",Alfred's Futterkiste,Germany,1
1998-01-16 00.00.00.000,Gustaf's Knäckebröd,"21,00",52,21,1092,Ernst Handel,Austria,1
1998-01-16 00.00.00.000,Steeleye Stout,"18,00",6,18,108,Ernst Handel,Austria,1
1998-01-16 00.00.00.000,Ravioli Angelo,"19,50",24,"19,5",468,Ernst Handel,Austria,1
1998-01-16 00.00.00.000,Camembert Pierrot,"34,00",60,34,2040,Ernst Handel,Austria,1
1998-01-16 00.00.00.000,Wimmers gute Semmelknödel,"33,25",30,"33,25","997,5",Ernst Handel,Austria,1
1998-01-16 00.00.00.000,Konbu,"6,00",6,6,36,Berglunds snabbköp,Sweden,1
1998-01-16 00.00.00.000,Boston Crab Meat,"18,40",25,"18,4",460,Berglunds snabbköp,Sweden,1
1998-01-16 00.00.00.000,Zaanse koeken,"9,50",40,"7,125",285,Berglunds snabbköp,Sweden,1
1998-01-16 00.00.00.000,Lakkalikööri,"18,00",21,"13,5","283,5",Berglunds snabbköp,Sweden,1
1998-01-19 00.00.00.000,Chai,"18,00",4,"13,5",54,LINO-Delicateses,Venezuela,1
1998-01-19 00.00.00.000,Carnarvon Tigers,"62,50",25,"46,875","1171,875",LINO-Delicateses,Venezuela,1
1998-01-19 00.00.00.000,Inlagd Sill,"19,00",50,"14,25","712,5",LINO-Delicateses,Venezuela,1
1998-01-19 00.00.00.000,Escargots de Bourgogne,"13,25",30,"11,924999","357,74997",Tradiçao Hipermercados,Brazil,0
1998-01-19 00.00.00.000,Mozzarella di Giovanni,"34,80",15,"31,319998","469,79996",Tradiçao Hipermercados,Brazil,0
1998-01-19 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",6,"11,2","67,2",LINO-Delicateses,Venezuela,1
1998-01-19 00.00.00.000,Chartreuse verte,"18,00",10,"14,400001",144,LINO-Delicateses,Venezuela,1
1998-01-20 00.00.00.000,Ikura,"31,00",16,31,496,Suprêmes délices,Belgium,1
1998-01-20 00.00.00.000,Gnocchi di nonna Alice,"38,00",30,38,1140,Suprêmes délices,Belgium,1
1998-01-20 00.00.00.000,Raclette Courdavault,"55,00",50,55,2750,Suprêmes délices,Belgium,1
1998-01-20 00.00.00.000,Original Frankfurter grüne Soße,"13,00",15,13,195,Suprêmes délices,Belgium,1
1998-01-20 00.00.00.000,Queso Cabrales,"21,00",15,21,315,Tortuga Restaurante,Mexico,0
1998-01-20 00.00.00.000,Ipoh Coffee,"46,00",5,46,230,Tortuga Restaurante,Mexico,0
1998-01-20 00.00.00.000,Scottish Longbreads,"12,50",20,"12,5",250,Tortuga Restaurante,Mexico,0
1998-01-20 00.00.00.000,Outback Lager,"15,00",12,15,180,Tortuga Restaurante,Mexico,0
1998-01-21 00.00.00.000,Manjimup Dried Apples,"53,00",4,"39,75",159,Victuailles en stock,France,1
1998-01-21 00.00.00.000,Gustaf's Knäckebröd,"21,00",35,21,735,Piccolo und mehr,Austria,1
1998-01-21 00.00.00.000,Tunnbröd,"9,00",70,"8,099999","566,99994",QUICK-Stop,Germany,1
1998-01-21 00.00.00.000,Steeleye Stout,"18,00",25,"16,199999","404,99997",QUICK-Stop,Germany,1
1998-01-21 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",42,"12,599999","529,19995",QUICK-Stop,Germany,1
1998-01-21 00.00.00.000,Escargots de Bourgogne,"13,25",60,"11,924999","715,49994",QUICK-Stop,Germany,1
1998-01-21 00.00.00.000,Wimmers gute Semmelknödel,"33,25",48,"33,25",1596,QUICK-Stop,Germany,1
1998-01-22 00.00.00.000,Chef Anton's Cajun Seasoning,"22,00",21,22,462,Suprêmes délices,Belgium,1
1998-01-22 00.00.00.000,Outback Lager,"15,00",30,15,450,Suprêmes délices,Belgium,1
1998-01-22 00.00.00.000,Longlife Tofu,"10,00",20,10,200,Suprêmes délices,Belgium,1
1998-01-22 00.00.00.000,Chai,"18,00",80,"14,400001",1152,Save-a-lot Markets,USA,0
1998-01-22 00.00.00.000,Teatime Chocolate Biscuits,"9,20",12,"7,36","88,32",Save-a-lot Markets,USA,0
1998-01-22 00.00.00.000,Gravad lax,"26,00",60,"20,800001","1248,0001",Save-a-lot Markets,USA,0
1998-01-22 00.00.00.000,Rogede sild,"9,50",36,"7,6","273,6",Save-a-lot Markets,USA,0
1998-01-22 00.00.00.000,Camembert Pierrot,"34,00",45,"27,2",1224,Save-a-lot Markets,USA,0
1998-01-22 00.00.00.000,Flotemysost,"21,50",55,"17,2","946,00006",Save-a-lot Markets,USA,0
1998-01-23 00.00.00.000,Chef Anton's Gumbo Mix,"21,35",30,"21,35","640,5",Consolidated Holdings,UK,1
1998-01-23 00.00.00.000,Mishi Kobe Niku,"97,00",3,97,291,Consolidated Holdings,UK,1
1998-01-23 00.00.00.000,Aniseed Syrup,"10,00",49,10,490,Königlich Essen,Germany,1
1998-01-23 00.00.00.000,Gumbär Gummibärchen,"31,23",18,"26,5455","477,819",Königlich Essen,Germany,1
1998-01-23 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",20,"11,900001","238,00002",Victuailles en stock,France,1
